MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
0.29412,0.25,0.13014,0.05748,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.04167,0.5,0.66667,1.0,0.85714,0.44444,0.75,0.65441,0.2,0.8,0.28571,0.78571,0.8,0.25,0.0,0.33333,0.66667,0.4,0.5,0.5,0.25,0.16667,0.08079,0.83333,0.0,0.09247,0.10998,1.0,0.75,1.0,0.75,0.06944,0.32542,0.0,0.1741,0.0,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.33333,0.42056,0.33333,0.25,0.33004,0.6,0.4,1.0,0.0,0.234,0.39493,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.75,0.5,0.8,0.0,0.0,0.0
1.0,0.75,0.13356,0.05815,1.0,0.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.5,0.66667,0.0,0.85714,0.33333,0.75,0.79412,0.13333,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,1.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.75,0.07454,0.29056,0.0,0.16449,0.0,0.0,0.66667,0.0,0.375,0.66667,0.33333,0.36364,1.0,0.0,0.2,0.0,0.26168,0.0,0.0,0.0,0.2,0.0,0.0,0.25671,0.20841,0.38043,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.63636,0.5,0.5,0.8,0.0,0.0,1.0
0.0,0.75,0.16438,0.04309,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.75,0.35294,0.8,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.11806,0.0,0.0,0.08532,0.0,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.18182,1.0,0.0,0.2,0.83333,0.4486,0.66667,0.25,0.20733,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.07742,0.54545,0.25,0.5,0.8,1.0,0.0,0.0
0.23529,0.75,0.15068,0.04178,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.58333,0.5,0.66667,1.0,0.85714,0.55556,0.5,0.11029,0.23333,0.2,0.28571,0.57143,0.6,0.25,0.0,0.33333,1.0,1.0,0.75,0.75,0.25,0.83333,0.0,0.83333,0.0,0.30051,0.11489,1.0,0.75,1.0,1.0,0.07639,0.37724,0.0,0.20042,0.0,0.0,0.66667,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.33333,0.6,0.83333,0.14019,1.0,0.5,0.24189,0.6,1.0,1.0,0.0,0.06581,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.18182,0.75,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.19178,0.05304,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.66667,0.5,0.66667,1.0,0.85714,0.77778,0.5,0.00735,0.0,0.8,0.28571,0.78571,0.8,1.0,0.2125,0.66667,1.0,1.0,1.0,0.75,1.0,1.0,0.20376,0.83333,0.0,0.13527,0.23993,1.0,1.0,1.0,1.0,0.25324,0.65956,0.0,0.45926,0.33333,0.0,1.0,0.0,0.5,0.33333,0.66667,0.72727,1.0,0.33333,0.6,1.0,0.00935,0.66667,0.75,0.74189,0.6,1.0,1.0,0.14586,0.26325,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.27273,0.25,1.0,1.0,0.0,0.0,0.0
0.0,0.75,0.17466,0.0533,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.75,0.36029,0.03333,0.2,0.28571,0.57143,0.6,0.5,0.03375,0.66667,1.0,0.4,0.5,0.75,0.25,0.66667,0.14281,0.83333,0.0,0.10574,0.17234,1.0,1.0,1.0,1.0,0.15764,0.0,0.0,0.11818,0.33333,0.0,0.33333,0.5,0.375,0.33333,0.66667,0.18182,1.0,0.0,0.2,0.83333,0.45794,0.66667,0.25,0.22003,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.63636,0.5,0.5,0.8,0.0,0.0,0.0
0.17647,0.75,0.21918,0.05741,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,1.0,0.5,0.66667,1.0,0.28571,0.77778,0.5,0.11029,0.11667,0.8,0.28571,0.57143,0.6,0.5,0.21062,0.66667,1.0,1.0,0.75,0.75,0.25,1.0,0.12403,0.83333,0.0,0.4208,0.27545,1.0,1.0,1.0,1.0,0.40671,0.35981,0.0,0.46772,0.0,0.0,0.66667,0.5,0.5,0.33333,0.66667,0.54545,1.0,0.33333,0.6,0.83333,0.14019,1.0,0.5,0.38152,0.6,1.0,1.0,0.0,0.06033,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.27273,0.25,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.15068,0.04377,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.25,0.125,0.66667,1.0,0.71429,0.44444,0.875,0.33088,0.01667,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,0.66667,0.4,0.5,0.75,0.25,1.0,0.09798,0.16667,0.07938,0.09589,0.14632,1.0,1.0,1.0,1.0,0.12083,0.0,0.0,0.08762,0.33333,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.18182,1.0,0.33333,0.8,0.33333,0.34579,0.33333,0.25,0.23695,0.6,1.0,1.0,0.48541,0.26325,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.27273,1.0,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.20205,0.05446,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.55556,0.5,0.34559,0.78333,0.2,0.28571,0.42857,0.53333,0.0,0.30688,0.33333,1.0,0.4,0.5,0.75,0.25,0.66667,0.05103,0.5,0.25373,0.29966,0.22291,1.0,0.5,1.0,1.0,0.22917,0.0,0.0,0.17756,0.33333,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.33333,0.6,0.83333,0.43925,0.33333,0.5,0.35543,0.6,1.0,1.0,0.0,0.03656,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.5,0.375,0.8,0.0,0.0,0.0
0.23529,0.75,0.2226,0.05558,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.5,0.5,0.66667,1.0,0.85714,0.66667,0.5,0.15441,0.33333,0.2,0.28571,0.64286,0.66667,0.5,0.1075,0.66667,1.0,0.4,0.5,0.75,1.0,0.5,0.00496,1.0,1.0,0.0,0.24583,1.0,1.0,1.0,1.0,0.27338,0.56998,0.0,0.44043,0.33333,0.0,0.66667,0.5,0.5,0.33333,0.66667,0.45455,1.0,0.33333,0.6,0.83333,0.18692,1.0,0.5,0.40621,0.6,1.0,1.0,0.23454,0.1755,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.63636,0.25,0.5,0.8,0.0,0.0,0.0
0.17647,0.25,0.10616,0.03024,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.125,0.5,0.66667,1.0,0.28571,0.44444,0.75,0.57353,0.26667,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,1.0,1.0,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.46147,0.17643,1.0,0.5,1.0,1.0,0.175,0.2155,0.0,0.2181,0.0,0.0,0.66667,0.0,0.375,0.33333,0.33333,0.45455,1.0,0.33333,0.8,0.33333,0.72897,0.33333,0.5,0.25388,0.6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.5,0.5,0.8,0.0,0.0,0.0
0.05882,0.75,0.16438,0.04624,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.125,0.5,0.66667,1.0,0.0,0.55556,0.625,0.68382,0.98333,0.2,0.28571,0.35714,0.26667,0.25,0.0,0.33333,1.0,0.2,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.40753,0.15581,0.2,0.25,0.0,0.5,0.13426,0.0,0.0,0.09877,0.0,0.0,0.33333,0.0,0.25,0.33333,0.0,0.09091,1.0,0.33333,0.8,0.33333,0.86916,0.33333,0.25,0.1354,0.4,0.2,0.5,0.0,0.17916,0.0,0.0,0.08333,0.0,0.0,1.0,0.75,0.0,0.36364,0.75,0.5,0.8,1.0,0.0,0.0
0.23529,0.75,0.16438,0.31713,1.0,1.0,1.0,0.66667,1.0,0.5,0.5,0.75,0.25,0.66667,1.0,0.85714,0.55556,0.5,0.11029,0.25,0.2,0.28571,0.57143,0.6,0.25,0.0,0.66667,1.0,1.0,0.75,0.75,0.75,1.0,0.17452,0.83333,0.0,0.25471,0.25859,1.0,1.0,1.0,1.0,0.16366,0.42324,0.0,0.29112,0.33333,0.0,0.66667,0.5,0.375,0.33333,0.66667,0.54545,1.0,0.66667,0.4,0.83333,0.14019,1.0,0.5,0.35331,0.6,1.0,1.0,0.25204,0.4223,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.25,0.5,0.8,1.0,0.0,0.0
0.0,0.75,0.15411,0.04666,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.75,0.39706,0.01667,0.2,0.28571,0.35714,0.26667,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.33333,0.11393,0.83333,0.0,0.15625,0.16498,1.0,0.75,1.0,1.0,0.14722,0.0,0.0,0.10953,0.33333,0.0,0.33333,0.0,0.25,0.33333,0.66667,0.27273,1.0,0.0,0.2,0.83333,0.50467,0.33333,0.25,0.16925,0.6,1.0,1.0,0.0,0.03291,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36364,0.25,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.15068,0.03581,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.5,0.30882,0.7,0.2,0.28571,0.57143,0.6,0.5,0.0375,0.33333,1.0,0.4,0.5,0.75,0.25,0.33333,0.07654,0.83333,0.0,0.19692,0.14599,1.0,0.5,1.0,1.0,0.12037,0.0,0.0,0.08724,0.0,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.18182,1.0,0.0,0.2,0.83333,0.39252,0.66667,0.25,0.2031,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.54545,0.75,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.13356,0.0475,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.16667,0.0,0.66667,1.0,0.71429,0.44444,0.625,0.36765,0.01667,0.8,0.28571,0.35714,0.26667,0.5,0.06125,0.33333,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.22407,0.0,0.0,0.17333,0.0,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.36364,1.0,0.33333,0.8,0.83333,0.46729,0.66667,0.25,0.17772,0.6,1.0,1.0,0.13536,0.0,0.0,0.44226,0.0,0.0,0.0,0.5,0.75,0.0,0.45455,0.25,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.07192,0.0832,1.0,1.0,0.33333,1.0,1.0,1.0,0.0,0.58333,0.5,0.66667,1.0,0.71429,0.88889,0.5,0.02206,0.03333,0.2,0.28571,0.78571,0.8,1.0,0.1,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.23388,0.83333,0.0,0.18236,0.28576,1.0,1.0,1.0,1.0,0.31806,0.0,0.0,0.25135,0.33333,0.0,0.66667,0.0,0.375,0.33333,1.0,0.36364,1.0,0.66667,0.8,0.83333,0.02804,1.0,0.75,0.53456,0.6,1.0,1.0,0.23454,0.0713,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.81818,0.75,0.5,0.8,0.0,0.0,0.0
0.17647,0.75,0.17123,0.0442,1.0,1.0,0.0,0.33333,1.0,0.5,0.0,0.41667,0.0,0.66667,1.0,0.28571,0.44444,0.375,0.42647,0.96667,0.2,0.28571,0.71429,0.26667,0.25,0.0,0.33333,0.33333,0.4,0.5,0.75,0.25,0.16667,0.08983,0.83333,0.0,0.17252,0.14894,1.0,0.25,1.0,1.0,0.12454,0.23002,0.0,0.18198,0.0,0.0,0.66667,0.0,0.5,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.33333,0.09346,0.33333,0.5,0.50776,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.45455,1.0,0.5,0.8,0.0,0.0,0.0
0.05882,0.75,0.13356,0.05815,1.0,0.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.5,0.66667,1.0,0.71429,0.44444,0.625,0.63235,0.93333,0.8,0.28571,0.5,0.4,0.25,0.0,0.33333,1.0,0.2,0.5,0.75,0.25,0.16667,0.14546,0.83333,0.0,0.128,0.18331,1.0,1.0,1.0,1.0,0.17546,0.0,0.0,0.13297,0.33333,0.0,0.33333,0.0,0.25,0.33333,0.33333,0.18182,1.0,0.33333,0.8,0.33333,0.33645,0.33333,0.5,0.50776,0.6,1.0,1.0,0.26721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.0,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.52397,0.08471,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,1.0,0.5,0.66667,1.0,0.85714,0.77778,0.5,0.10294,0.21667,0.2,0.28571,0.78571,0.8,0.5,0.31625,0.66667,1.0,1.0,0.75,0.75,0.25,1.0,0.12208,0.83333,0.0,0.33091,0.23928,1.0,1.0,1.0,1.0,0.2588,0.63148,0.0,0.45273,0.33333,0.0,0.66667,0.5,0.5,0.33333,1.0,0.54545,1.0,0.33333,0.6,0.83333,0.13084,1.0,0.75,0.57123,0.6,1.0,1.0,0.0,0.26691,0.36594,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.75,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.16438,0.06315,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.25,0.5,0.66667,1.0,0.71429,0.44444,0.5,0.34559,0.78333,0.2,0.28571,0.35714,0.26667,0.5,0.0725,0.33333,1.0,0.4,0.5,0.75,0.25,0.5,0.03012,0.16667,0.45455,0.10788,0.17872,1.0,0.5,1.0,1.0,0.16667,0.0,0.0,0.12567,0.0,0.5,0.33333,0.0,0.375,0.33333,0.33333,0.27273,1.0,0.33333,0.0,0.83333,0.43925,0.33333,0.25,0.2031,0.6,1.0,1.0,0.0,0.03656,0.26087,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.72727,0.75,0.5,0.8,1.0,0.0,0.0
0.0,0.75,0.16781,0.04281,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.33333,0.5,0.26471,0.6,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.36729,0.14043,1.0,0.5,1.0,1.0,0.11574,0.0,0.0,0.0834,0.0,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.18182,1.0,0.0,0.2,0.33333,0.30841,0.33333,1.0,0.3385,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.45455,0.25,0.5,0.8,0.0,0.0,0.0
0.05882,0.25,0.09932,0.02877,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.0,0.66667,1.0,0.71429,0.55556,0.625,0.59559,0.43333,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,0.66667,0.2,0.5,0.75,0.25,0.33333,0.07034,0.83333,0.0,0.30223,0.18052,1.0,0.75,1.0,1.0,0.16921,0.0,0.0,0.12779,0.0,0.0,0.33333,0.0,0.25,0.33333,0.66667,0.18182,1.0,0.33333,0.8,0.33333,0.28037,0.33333,0.5,0.3103,0.6,1.0,1.0,0.1937,0.21938,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.54545,0.0,0.5,0.8,0.0,0.0,0.0
0.35294,0.75,0.18493,0.07689,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.57143,0.77778,0.75,0.27206,0.23333,0.2,0.28571,0.64286,0.26667,0.25,0.0,0.66667,1.0,0.4,0.75,0.75,1.0,1.0,0.24982,0.83333,0.0,0.23202,0.31948,1.0,0.75,1.0,1.0,0.37685,0.34092,0.0,0.43543,0.33333,0.0,0.66667,0.5,0.5,0.33333,1.0,0.54545,1.0,1.0,0.6,0.83333,0.34579,1.0,0.5,0.37941,0.6,1.0,1.0,0.31389,0.20293,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.54545,0.75,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.19521,0.05411,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.54167,0.5,0.66667,1.0,0.71429,0.44444,0.625,0.22794,0.51667,0.2,0.28571,0.57143,0.6,0.25,0.0,0.33333,1.0,0.4,0.75,0.75,0.25,0.66667,0.13962,0.83333,0.0,0.11473,0.17283,1.0,1.0,1.0,1.0,0.1625,0.0,0.0,0.12221,0.33333,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.83333,0.28972,0.66667,0.5,0.34908,0.6,1.0,1.0,0.0,0.16088,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.54545,0.0,0.5,0.8,0.0,0.0,0.0
0.35294,0.75,0.20205,0.05081,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.57143,0.55556,0.625,0.38971,0.2,0.8,0.28571,0.21429,0.06667,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.75,0.33333,0.14724,0.83333,0.0,0.06892,0.16236,1.0,0.75,1.0,1.0,0.29838,0.0,0.0,0.23501,0.33333,0.0,0.33333,0.0,0.375,0.33333,0.66667,0.45455,1.0,0.33333,0.6,1.0,0.49533,0.66667,0.25,0.26587,0.6,1.0,1.0,0.0,0.05119,0.0,0.0,0.37083,0.0,0.0,0.5,0.75,0.0,0.81818,0.5,0.5,0.8,0.0,0.0,0.0
0.29412,0.25,0.13356,0.03417,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.04167,0.5,0.66667,1.0,0.85714,0.55556,0.75,0.68382,0.01667,0.2,0.28571,0.35714,0.26667,0.25,0.0,0.33333,1.0,1.0,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.29281,0.11195,1.0,0.5,1.0,1.0,0.09282,0.28184,0.0,0.17621,0.0,0.0,0.33333,0.5,0.375,0.33333,0.66667,0.36364,1.0,0.0,0.2,0.0,0.25234,0.0,0.0,0.0,0.2,0.0,1.0,0.15869,0.0,0.20833,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.18182,0.25,0.5,0.8,0.0,0.0,1.0
0.0,0.75,0.16438,0.05938,1.0,1.0,0.33333,0.33333,1.0,1.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.625,0.31618,0.71667,0.2,0.28571,0.64286,0.66667,0.5,0.125,0.33333,1.0,0.4,0.5,0.75,0.5,0.33333,0.13111,0.5,0.15604,0.07877,0.18887,1.0,1.0,1.0,1.0,0.18102,0.0,0.0,0.13759,0.0,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.33333,0.0,0.83333,0.40187,0.66667,0.5,0.3385,0.6,1.0,1.0,0.0,0.10603,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.90909,0.75,0.5,0.8,1.0,0.0,0.0
0.23529,0.75,0.16438,0.0492,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.66667,0.5,0.66667,1.0,0.85714,0.55556,0.5,0.07353,0.16667,0.2,0.28571,0.78571,0.8,0.25,0.0,0.33333,0.66667,1.0,0.75,0.75,0.25,1.0,0.11481,0.83333,0.0,0.07534,0.13486,1.0,1.0,1.0,1.0,0.12338,0.42663,0.0,0.25903,0.33333,0.0,0.66667,0.5,0.375,0.33333,0.66667,0.36364,1.0,0.0,0.2,0.83333,0.09346,0.66667,0.5,0.48237,0.6,1.0,1.0,0.0,0.29616,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36364,0.25,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.20205,0.05053,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.5,0.5,0.66667,1.0,0.85714,0.77778,0.5,0.09559,0.2,0.2,0.28571,0.78571,0.8,0.5,0.07812,0.66667,1.0,1.0,0.75,0.75,0.25,1.0,0.06733,0.83333,0.0,0.16995,0.12717,1.0,1.0,1.0,1.0,0.16042,0.40969,0.0,0.28305,0.0,0.0,0.66667,0.5,0.375,0.33333,0.66667,0.45455,1.0,0.33333,0.6,0.83333,0.1215,0.66667,0.5,0.33216,0.6,1.0,1.0,0.21237,0.14808,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.72727,0.0,0.5,0.8,0.0,0.0,0.0
0.41176,0.5,0.2089,0.03572,1.0,1.0,0.33333,1.0,1.0,0.0,0.0,0.70833,0.5,0.66667,0.25,0.85714,0.55556,0.625,0.44853,0.95,0.2,0.28571,0.28571,0.33333,0.5,0.26438,0.33333,1.0,0.4,0.75,0.75,0.25,0.16667,0.08575,0.83333,0.0,0.2119,0.16023,1.0,0.5,0.0,0.5,0.14051,0.47409,0.0,0.29208,0.0,0.0,0.66667,0.0,0.5,0.66667,0.33333,0.45455,1.0,0.0,0.2,0.83333,0.57009,0.33333,0.5,0.34697,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.63636,0.25,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.13356,0.03612,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.75,0.41912,0.95,0.2,0.28571,0.28571,0.33333,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.33333,0.09461,0.5,0.06513,0.10531,0.14337,1.0,0.5,1.0,1.0,0.14259,0.0,0.0,0.10569,0.0,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.83333,0.53271,0.33333,0.25,0.19464,0.6,1.0,1.0,0.0,0.14625,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36364,0.25,0.5,0.8,0.0,0.0,0.0
0.17647,0.25,0.10616,0.04982,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.5,0.66667,1.0,0.28571,0.44444,0.5,0.56618,0.95,0.2,0.28571,0.35714,0.26667,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.5,0.05741,0.83333,0.0,0.25171,0.14926,1.0,0.75,1.0,0.75,0.125,0.16271,0.0,0.15565,0.0,0.0,0.33333,0.0,0.25,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.33333,0.46729,0.33333,0.25,0.11283,0.4,0.4,1.0,0.0,0.0,0.34783,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.18182,0.25,0.5,0.8,0.0,0.0,0.0
0.58824,0.25,0.16438,0.01919,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.66667,0.5,0.66667,0.75,0.71429,0.55556,0.5,0.04412,0.1,0.2,0.28571,0.78571,0.8,0.5,0.10625,0.66667,1.0,1.0,0.75,0.75,0.75,1.0,0.12137,0.83333,0.0,0.06978,0.13879,1.0,1.0,1.0,1.0,0.11019,0.0,0.0,0.07879,0.33333,0.0,0.33333,0.0,0.125,0.33333,0.66667,0.09091,1.0,0.0,0.2,0.83333,0.05607,1.0,0.5,0.29619,0.6,1.0,1.0,0.16336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36364,0.75,0.5,0.8,1.0,0.0,0.0
0.35294,0.75,0.21918,0.04928,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.57143,0.44444,0.875,0.31618,0.15,0.2,0.28571,0.71429,0.73333,0.25,0.0,0.33333,0.66667,1.0,0.5,0.75,1.0,0.66667,0.11215,0.83333,0.0,0.25086,0.19951,1.0,0.75,1.0,1.0,0.20671,0.0,0.0,0.15892,0.0,0.5,0.66667,0.0,0.375,0.33333,0.66667,0.27273,1.0,0.33333,0.8,0.83333,0.40187,0.66667,0.5,0.35402,0.6,1.0,1.0,0.0,0.16819,0.0,0.23587,0.0,0.0,0.0,0.5,0.75,0.0,0.81818,0.5,0.5,0.8,0.0,0.0,0.0
0.17647,0.25,0.09932,0.02831,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.5,0.66667,1.0,0.28571,0.22222,0.625,0.72794,0.98333,0.2,0.28571,0.78571,0.8,0.25,0.0,0.33333,1.0,0.2,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.25685,0.0982,0.2,0.25,0.0,1.0,0.05278,0.17821,0.0,0.10184,0.0,0.0,0.33333,0.0,0.25,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.0,0.27103,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.36364,0.75,0.5,0.2,0.0,0.0,1.0
0.0,1.0,0.21575,0.05997,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.79167,0.5,0.66667,1.0,0.71429,0.77778,0.5,0.00735,0.01667,0.2,0.28571,0.78571,0.8,0.25,0.0,0.66667,1.0,1.0,0.75,0.75,0.75,1.0,0.00425,0.83333,0.0,0.69863,0.27103,1.0,1.0,1.0,1.0,0.29722,0.0,0.0,0.23405,0.0,0.0,0.66667,0.0,0.375,0.33333,0.66667,0.36364,1.0,0.0,0.2,0.83333,0.00935,0.66667,0.75,0.58251,0.6,1.0,1.0,0.0,0.26691,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.25,0.5,0.8,0.0,0.0,0.0
